id_venta,fecha_venta,hora_venta,producto,categoria_producto,cantidad,precio_unitario,total_venta,local,canal_venta,cliente_frecuente,medio_pago,estado_inventario,margen_utilidad_porcentual,formalizado,tipo_turno,aporte_social,latitud,longitud
7955,2024-06-22,16:00,Agua,Bebida Fria,2,3000,6000,Usaquen,Presencial,Si,Tarjeta Debito,"10 kg cafe, 3 litros leche",29.66,Si,Tarde,0.0,4.702,-74.03
7956,2023-09-22,07:30,Capuchino,Bebida Caliente,3,6000,18000,Chapinero,Presencial,No,Nequi,"5 kg cafe, 10 litros leche",33.91,Si,Noche,0.0,4.645,-74.057
7957,2023-08-13,20:15,Croissant,Panaderia,4,4000,16000,Chapinero,Presencial,No,Efectivo,"7 kg cafe, 10 litros leche",29.45,Si,Noche,0.0,4.645,-74.057
7958,2024-06-17,15:15,Agua,Bebida Fria,2,3000,6000,Chapinero,Presencial,No,Tarjeta Credito,"10 kg cafe, 7 litros leche",20.73,Si,Noche,1.0,4.645,-74.057
7959,2025-01-11,13:45,Muffin,Panaderia,2,4200,8400,Suba,Presencial,No,Tarjeta Credito,"20 kg cafe, 3 litros leche",55.88,No,Tarde,0.0,4.755,-74.09
7960,2025-04-04,06:15,Latte,Bebida Caliente,4,6500,26000,Chapinero,Presencial,Si,Efectivo,"2 kg cafe, 10 litros leche",56.05,Si,Tarde,0.0,4.645,-74.057
7961,2023-10-22,19:45,Capuchino,Bebida Caliente,3,6000,18000,Chapinero,Online,No,Nequi,"20 kg cafe, 4 litros leche",48.37,Si,Manana,0.0,4.645,-74.057
7962,2024-10-30,06:30,Sandwich,Otros,2,7000,14000,Usaquen,Online,No,Nequi,"17 kg cafe, 7 litros leche",42.29,No,Tarde,0.0,4.702,-74.03
7963,2024-05-03,08:30,Croissant,Panaderia,4,4000,16000,Chapinero,Presencial,No,Tarjeta Debito,"20 kg cafe, 1 litros leche",37.37,Si,Noche,0.0,4.645,-74.057
7964,2024-01-03,16:15,Capuchino,Bebida Caliente,3,6000,18000,Engativa,Presencial,No,Tarjeta Credito,"3 kg cafe, 5 litros leche",56.35,Si,Tarde,0.0,4.7,-74.1
7965,2023-04-12,09:15,Latte,Bebida Caliente,2,6500,13000,Suba,Presencial,Si,Efectivo,"9 kg cafe, 3 litros leche",36.85,Si,Manana,0.5,4.755,-74.09
7966,2024-06-09,20:45,Latte,Bebida Caliente,4,6500,26000,Usaquen,Presencial,No,Nequi,"3 kg cafe, 7 litros leche",38.11,Si,Manana,0.0,4.702,-74.03
7967,2023-10-15,11:30,Cafe Americano,Bebida Caliente,1,5000,5000,Usaquen,Presencial,No,Nequi,"10 kg cafe, 5 litros leche",22.97,Si,Noche,0.0,4.702,-74.03
7968,2024-09-23,08:15,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,Si,Efectivo,"8 kg cafe, 3 litros leche",44.0,Si,Tarde,0.5,4.645,-74.057
7969,2023-03-14,10:45,Te Chai,Bebida Caliente,3,5500,16500,Chapinero,Presencial,No,Nequi,"18 kg cafe, 10 litros leche",27.62,Si,Noche,0.5,4.645,-74.057
7970,2024-09-14,14:30,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,No,Tarjeta Debito,"20 kg cafe, 7 litros leche",56.0,Si,Noche,0.0,4.645,-74.057
7971,2023-01-16,16:30,Latte,Bebida Caliente,2,6500,13000,Chapinero,Online,Si,Efectivo,"1 kg cafe, 10 litros leche",41.98,Si,Manana,0.0,4.645,-74.057
7972,2023-07-03,14:00,Latte,Bebida Caliente,4,6500,26000,Engativa,Online,No,Tarjeta Credito,"8 kg cafe, 10 litros leche",55.8,Si,Noche,0.0,4.7,-74.1
7973,2024-08-28,06:30,Latte,Bebida Caliente,3,6500,19500,Suba,Presencial,Si,Tarjeta Credito,"18 kg cafe, 8 litros leche",52.34,Si,Noche,0.0,4.755,-74.09
7974,2024-04-09,14:45,Cafe Americano,Bebida Caliente,2,5000,10000,Usaquen,Presencial,Si,Tarjeta Debito,"10 kg cafe, 8 litros leche",39.38,Si,Noche,0.0,4.702,-74.03
7975,2024-03-07,14:30,Cafe Americano,Bebida Caliente,1,5000,5000,Engativa,Presencial,Si,Tarjeta Debito,"2 kg cafe, 9 litros leche",34.81,No,Tarde,0.0,4.7,-74.1
7976,2023-03-14,11:15,Capuchino,Bebida Caliente,4,6000,24000,Engativa,Online,Si,Efectivo,"13 kg cafe, 2 litros leche",41.87,Si,Manana,0.5,4.7,-74.1
7977,2023-02-20,12:15,Capuchino,Bebida Caliente,3,6000,18000,Suba,Presencial,No,Tarjeta Debito,"10 kg cafe, 4 litros leche",52.49,Si,Manana,0.0,4.755,-74.09
7978,2024-02-14,10:15,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Presencial,Si,Tarjeta Debito,"3 kg cafe, 9 litros leche",55.74,Si,Noche,0.0,4.645,-74.057
7979,2025-05-23,08:30,Capuchino,Bebida Caliente,3,6000,18000,Engativa,Presencial,No,Efectivo,"5 kg cafe, 10 litros leche",43.56,Si,Manana,0.0,4.7,-74.1
7980,2024-05-09,08:30,Sandwich,Otros,1,7000,7000,Engativa,Presencial,No,Tarjeta Credito,"11 kg cafe, 3 litros leche",58.0,No,Manana,0.0,4.7,-74.1
7981,2025-02-20,15:30,Muffin,Panaderia,1,4200,4200,Chapinero,Presencial,Si,Efectivo,"16 kg cafe, 5 litros leche",22.02,Si,Manana,0.0,4.645,-74.057
7982,2024-02-07,14:00,Latte,Bebida Caliente,3,6500,19500,Chapinero,Presencial,No,Tarjeta Credito,"19 kg cafe, 8 litros leche",44.0,Si,Noche,0.0,4.645,-74.057
7983,2024-06-29,15:15,Agua,Bebida Fria,1,3000,3000,Chapinero,Presencial,Si,Tarjeta Debito,"12 kg cafe, 9 litros leche",27.02,Si,Manana,0.0,4.645,-74.057
7984,2023-06-22,12:30,Croissant,Panaderia,2,4000,8000,Fontibon,Presencial,Si,Efectivo,"5 kg cafe, 1 litros leche",23.82,Si,Tarde,0.0,4.68,-74.15
7985,2023-03-17,09:45,Latte,Bebida Caliente,3,6500,19500,Engativa,Presencial,No,Tarjeta Credito,"16 kg cafe, 4 litros leche",45.91,Si,Manana,0.0,4.7,-74.1
7986,2023-02-16,19:30,Agua,Bebida Fria,4,3000,12000,Usaquen,Presencial,No,Nequi,"2 kg cafe, 9 litros leche",21.83,Si,Tarde,0.0,4.702,-74.03
7987,2023-08-02,18:15,Latte,Bebida Caliente,4,6500,26000,Engativa,Presencial,No,Efectivo,"17 kg cafe, 9 litros leche",47.3,Si,Tarde,0.0,4.7,-74.1
7988,2023-10-15,14:30,Capuchino,Bebida Caliente,2,6000,12000,Fontibon,Online,Si,Nequi,"7 kg cafe, 5 litros leche",29.33,Si,Tarde,0.0,4.68,-74.15
7989,2024-10-23,20:15,Latte,Bebida Caliente,1,6500,6500,Chapinero,Presencial,Si,Tarjeta Credito,"15 kg cafe, 4 litros leche",38.21,No,Tarde,0.0,4.645,-74.057
7990,2023-02-15,15:15,Cafe Americano,Bebida Caliente,1,5000,5000,Suba,Presencial,No,Efectivo,"18 kg cafe, 9 litros leche",46.03,No,Manana,0.0,4.755,-74.09
7991,2023-02-05,17:00,Sandwich,Otros,1,7000,7000,Fontibon,Presencial,No,Tarjeta Credito,"20 kg cafe, 3 litros leche",57.39,Si,Noche,0.0,4.68,-74.15
7992,2023-05-09,07:45,Cafe Americano,Bebida Caliente,1,5000,5000,Suba,Presencial,No,Tarjeta Credito,"17 kg cafe, 5 litros leche",36.97,Si,Manana,0.0,4.755,-74.09
7993,2024-11-24,15:30,Cafe Americano,Bebida Caliente,4,5000,20000,Fontibon,Online,Si,Efectivo,"2 kg cafe, 3 litros leche",22.17,Si,Tarde,0.0,4.68,-74.15
7994,2025-01-06,10:00,Cafe Americano,Bebida Caliente,1,5000,5000,Usaquen,Online,Si,Nequi,"9 kg cafe, 2 litros leche",32.06,No,Tarde,0.5,4.702,-74.03
7995,2024-01-18,20:15,Latte,Bebida Caliente,1,6500,6500,Usaquen,Presencial,No,Nequi,"16 kg cafe, 6 litros leche",52.63,Si,Tarde,0.0,4.702,-74.03
7996,2025-01-14,06:30,Muffin,Panaderia,2,4200,8400,Suba,Online,No,Tarjeta Credito,"1 kg cafe, 4 litros leche",29.63,Si,Noche,0.0,4.755,-74.09
7997,2024-10-08,16:45,Muffin,Panaderia,1,4200,4200,Chapinero,Online,No,Tarjeta Credito,"5 kg cafe, 1 litros leche",50.77,Si,Manana,0.0,4.645,-74.057
7998,2023-01-23,15:15,Capuchino,Bebida Caliente,4,6000,24000,Fontibon,Presencial,Si,Tarjeta Credito,"14 kg cafe, 7 litros leche",31.39,Si,Tarde,1.0,4.68,-74.15
7999,2023-02-20,17:15,Cafe Americano,Bebida Caliente,2,5000,10000,Usaquen,Presencial,No,Efectivo,"20 kg cafe, 5 litros leche",31.24,Si,Manana,0.0,4.702,-74.03
8000,2023-12-31,16:15,Muffin,Panaderia,4,4200,16800,Fontibon,Presencial,No,Nequi,"19 kg cafe, 1 litros leche",48.51,Si,Manana,0.0,4.68,-74.15
8001,2024-09-11,19:15,Te Chai,Bebida Caliente,2,5500,11000,Usaquen,Presencial,No,Nequi,"2 kg cafe, 5 litros leche",56.89,Si,Tarde,0.0,4.702,-74.03
8002,2025-01-26,18:30,Sandwich,Otros,3,7000,21000,Usaquen,Online,No,Tarjeta Debito,"7 kg cafe, 8 litros leche",53.56,Si,Manana,0.0,4.702,-74.03
8003,2024-02-18,19:15,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,No,Efectivo,"12 kg cafe, 8 litros leche",38.59,Si,Noche,0.0,4.755,-74.09
8004,2025-04-03,09:15,Latte,Bebida Caliente,3,6500,19500,Chapinero,Online,Si,Nequi,"15 kg cafe, 5 litros leche",33.13,Si,Noche,0.0,4.645,-74.057
8005,2025-05-31,12:30,Te Chai,Bebida Caliente,3,5500,16500,Usaquen,Presencial,No,Tarjeta Credito,"18 kg cafe, 7 litros leche",23.63,Si,Noche,0.0,4.702,-74.03
8006,2024-08-17,09:15,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Presencial,No,Tarjeta Debito,"13 kg cafe, 5 litros leche",47.57,Si,Manana,0.0,4.755,-74.09
8007,2024-03-04,15:00,Cafe Americano,Bebida Caliente,1,5000,5000,Usaquen,Presencial,Si,Efectivo,"13 kg cafe, 7 litros leche",57.05,Si,Tarde,2.0,4.702,-74.03
8008,2024-11-28,12:00,Cafe Americano,Bebida Caliente,2,5000,10000,Engativa,Presencial,Si,Tarjeta Debito,"2 kg cafe, 3 litros leche",22.68,Si,Tarde,0.0,4.7,-74.1
8009,2024-04-04,11:45,Agua,Bebida Fria,4,3000,12000,Engativa,Online,Si,Tarjeta Debito,"7 kg cafe, 7 litros leche",28.62,Si,Tarde,0.0,4.7,-74.1
8010,2025-03-18,07:45,Capuchino,Bebida Caliente,3,6000,18000,Chapinero,Online,Si,Tarjeta Credito,"5 kg cafe, 6 litros leche",20.04,Si,Noche,0.0,4.645,-74.057
8011,2023-06-10,08:15,Te Chai,Bebida Caliente,3,5500,16500,Chapinero,Online,Si,Nequi,"5 kg cafe, 5 litros leche",35.5,Si,Manana,0.0,4.645,-74.057
8012,2023-04-19,12:45,Cafe Americano,Bebida Caliente,1,5000,5000,Suba,Presencial,No,Efectivo,"16 kg cafe, 6 litros leche",49.84,Si,Tarde,0.0,4.755,-74.09
8013,2023-02-06,10:30,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Online,No,Efectivo,"11 kg cafe, 5 litros leche",38.73,Si,Manana,0.0,4.645,-74.057
8014,2023-08-25,09:15,Sandwich,Otros,3,7000,21000,Usaquen,Presencial,Si,Nequi,"19 kg cafe, 1 litros leche",50.58,Si,Noche,0.0,4.702,-74.03
8015,2024-01-21,13:00,Latte,Bebida Caliente,4,6500,26000,Fontibon,Online,No,Efectivo,"3 kg cafe, 2 litros leche",51.96,Si,Tarde,0.0,4.68,-74.15
8016,2023-03-13,15:15,Capuchino,Bebida Caliente,1,6000,6000,Usaquen,Online,Si,Tarjeta Credito,"16 kg cafe, 4 litros leche",34.65,Si,Noche,0.0,4.702,-74.03
8017,2023-09-24,09:15,Latte,Bebida Caliente,3,6500,19500,Chapinero,Presencial,Si,Efectivo,"18 kg cafe, 9 litros leche",33.77,Si,Manana,0.0,4.645,-74.057
8018,2025-04-09,13:00,Croissant,Panaderia,4,4000,16000,Suba,Presencial,No,Tarjeta Debito,"9 kg cafe, 6 litros leche",39.18,Si,Tarde,0.0,4.755,-74.09
8019,2024-08-31,16:45,Te Chai,Bebida Caliente,3,5500,16500,Usaquen,Online,Si,Tarjeta Credito,"18 kg cafe, 9 litros leche",28.22,Si,Manana,0.0,4.702,-74.03
8020,2023-10-27,16:30,Muffin,Panaderia,1,4200,4200,Suba,Presencial,Si,Tarjeta Credito,"9 kg cafe, 5 litros leche",52.45,Si,Tarde,0.0,4.755,-74.09
8021,2023-09-21,09:45,Sandwich,Otros,4,7000,28000,Chapinero,Presencial,Si,Tarjeta Debito,"12 kg cafe, 7 litros leche",26.13,No,Tarde,0.0,4.645,-74.057
8022,2023-01-28,16:00,Latte,Bebida Caliente,3,6500,19500,Fontibon,Presencial,No,Efectivo,"3 kg cafe, 8 litros leche",39.99,Si,Noche,2.0,4.68,-74.15
8023,2024-10-30,20:15,Capuchino,Bebida Caliente,1,6000,6000,Suba,Presencial,Si,Efectivo,"5 kg cafe, 9 litros leche",33.05,No,Manana,0.0,4.755,-74.09
8024,2024-10-04,16:45,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Presencial,Si,Nequi,"5 kg cafe, 7 litros leche",59.41,Si,Noche,0.0,4.755,-74.09
8025,2024-07-21,07:45,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Presencial,No,Tarjeta Credito,"13 kg cafe, 10 litros leche",33.9,Si,Noche,0.0,4.702,-74.03
8026,2024-12-11,20:45,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Online,No,Efectivo,"18 kg cafe, 3 litros leche",25.47,Si,Tarde,0.0,4.755,-74.09
8027,2023-08-16,20:30,Cafe Americano,Bebida Caliente,4,5000,20000,Fontibon,Presencial,No,Efectivo,"19 kg cafe, 1 litros leche",56.14,Si,Manana,2.0,4.68,-74.15
8028,2024-04-04,08:30,Te Chai,Bebida Caliente,2,5500,11000,Engativa,Presencial,No,Efectivo,"19 kg cafe, 9 litros leche",32.32,Si,Noche,0.0,4.7,-74.1
8029,2024-11-20,11:45,Muffin,Panaderia,2,4200,8400,Engativa,Online,No,Efectivo,"6 kg cafe, 1 litros leche",33.46,No,Noche,0.0,4.7,-74.1
8030,2025-02-28,08:30,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Presencial,Si,Tarjeta Debito,"13 kg cafe, 1 litros leche",46.81,Si,Manana,0.0,4.645,-74.057
8031,2024-01-08,20:45,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,Si,Efectivo,"2 kg cafe, 6 litros leche",39.28,Si,Tarde,1.0,4.645,-74.057
8032,2024-01-12,13:00,Agua,Bebida Fria,3,3000,9000,Suba,Presencial,No,Nequi,"8 kg cafe, 2 litros leche",27.72,Si,Manana,0.0,4.755,-74.09
8033,2023-02-25,20:00,Latte,Bebida Caliente,1,6500,6500,Engativa,Presencial,Si,Tarjeta Credito,"16 kg cafe, 7 litros leche",57.26,Si,Manana,0.0,4.7,-74.1
8034,2023-10-28,20:00,Latte,Bebida Caliente,4,6500,26000,Usaquen,Online,No,Tarjeta Debito,"10 kg cafe, 3 litros leche",27.74,Si,Manana,0.0,4.702,-74.03
8035,2024-02-22,19:30,Latte,Bebida Caliente,3,6500,19500,Suba,Presencial,Si,Tarjeta Debito,"4 kg cafe, 9 litros leche",22.71,Si,Manana,0.0,4.755,-74.09
8036,2024-10-21,10:45,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,Si,Tarjeta Credito,"17 kg cafe, 2 litros leche",56.23,Si,Manana,0.0,4.755,-74.09
8037,2023-10-21,19:00,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Online,Si,Efectivo,"18 kg cafe, 5 litros leche",56.22,Si,Noche,0.0,4.702,-74.03
8038,2024-08-18,09:30,Latte,Bebida Caliente,1,6500,6500,Engativa,Presencial,Si,Tarjeta Credito,"2 kg cafe, 9 litros leche",40.11,Si,Noche,0.0,4.7,-74.1
8039,2025-02-12,06:00,Muffin,Panaderia,1,4200,4200,Usaquen,Presencial,No,Efectivo,"17 kg cafe, 6 litros leche",21.22,Si,Noche,0.0,4.702,-74.03
8040,2025-05-28,10:30,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Presencial,No,Tarjeta Debito,"15 kg cafe, 7 litros leche",22.43,Si,Noche,0.0,4.755,-74.09
8041,2024-11-12,13:45,Cafe Americano,Bebida Caliente,4,5000,20000,Engativa,Presencial,Si,Tarjeta Credito,"9 kg cafe, 9 litros leche",48.53,Si,Manana,0.0,4.7,-74.1
8042,2023-04-30,12:45,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Presencial,Si,Tarjeta Debito,"3 kg cafe, 2 litros leche",59.0,Si,Noche,0.0,4.645,-74.057
8043,2025-04-12,16:00,Cafe Americano,Bebida Caliente,4,5000,20000,Chapinero,Presencial,Si,Nequi,"1 kg cafe, 8 litros leche",58.32,Si,Manana,0.0,4.645,-74.057
8044,2023-09-09,16:00,Muffin,Panaderia,3,4200,12600,Fontibon,Online,No,Tarjeta Debito,"18 kg cafe, 9 litros leche",28.58,Si,Noche,0.0,4.68,-74.15
8045,2024-04-14,11:00,Capuchino,Bebida Caliente,2,6000,12000,Suba,Online,Si,Nequi,"7 kg cafe, 10 litros leche",38.51,Si,Noche,0.0,4.755,-74.09
8046,2023-04-26,10:00,Capuchino,Bebida Caliente,3,6000,18000,Engativa,Presencial,Si,Tarjeta Credito,"15 kg cafe, 8 litros leche",37.78,Si,Tarde,0.0,4.7,-74.1
8047,2024-01-04,09:00,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Online,Si,Efectivo,"19 kg cafe, 7 litros leche",24.93,Si,Manana,0.0,4.645,-74.057
8048,2024-03-03,17:00,Latte,Bebida Caliente,1,6500,6500,Usaquen,Presencial,Si,Tarjeta Credito,"7 kg cafe, 3 litros leche",33.52,Si,Noche,1.0,4.702,-74.03
8049,2023-06-19,13:15,Cafe Americano,Bebida Caliente,2,5000,10000,Fontibon,Online,No,Nequi,"1 kg cafe, 3 litros leche",56.53,Si,Tarde,0.0,4.68,-74.15
8050,2023-06-26,20:30,Croissant,Panaderia,4,4000,16000,Chapinero,Online,Si,Tarjeta Debito,"15 kg cafe, 4 litros leche",27.47,No,Noche,0.0,4.645,-74.057
8051,2023-04-05,06:30,Latte,Bebida Caliente,1,6500,6500,Engativa,Presencial,No,Tarjeta Credito,"9 kg cafe, 2 litros leche",40.99,Si,Manana,0.0,4.7,-74.1
8052,2024-05-03,12:15,Agua,Bebida Fria,1,3000,3000,Engativa,Presencial,Si,Tarjeta Debito,"4 kg cafe, 3 litros leche",21.97,Si,Manana,0.5,4.7,-74.1
8053,2023-03-17,12:00,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Presencial,Si,Nequi,"9 kg cafe, 4 litros leche",29.66,Si,Manana,0.5,4.645,-74.057
8054,2024-08-22,17:30,Muffin,Panaderia,2,4200,8400,Suba,Presencial,No,Efectivo,"4 kg cafe, 4 litros leche",56.57,Si,Manana,0.5,4.755,-74.09
8055,2024-12-23,12:00,Te Chai,Bebida Caliente,4,5500,22000,Fontibon,Presencial,Si,Tarjeta Credito,"20 kg cafe, 2 litros leche",42.3,Si,Noche,0.0,4.68,-74.15
8056,2023-03-29,11:00,Latte,Bebida Caliente,2,6500,13000,Suba,Presencial,No,Nequi,"13 kg cafe, 3 litros leche",21.96,Si,Noche,1.0,4.755,-74.09
8057,2025-04-02,17:30,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Presencial,Si,Tarjeta Debito,"13 kg cafe, 10 litros leche",43.66,Si,Manana,0.0,4.755,-74.09
8058,2023-04-27,12:00,Capuchino,Bebida Caliente,1,6000,6000,Usaquen,Online,No,Tarjeta Debito,"9 kg cafe, 5 litros leche",34.21,Si,Tarde,0.0,4.702,-74.03
8059,2023-04-27,20:00,Latte,Bebida Caliente,4,6500,26000,Usaquen,Presencial,No,Tarjeta Credito,"15 kg cafe, 7 litros leche",58.05,Si,Manana,0.0,4.702,-74.03
8060,2024-06-09,07:30,Latte,Bebida Caliente,4,6500,26000,Suba,Presencial,No,Nequi,"12 kg cafe, 7 litros leche",49.75,No,Tarde,0.0,4.755,-74.09
8061,2024-07-17,19:00,Capuchino,Bebida Caliente,4,6000,24000,Engativa,Presencial,No,Nequi,"2 kg cafe, 7 litros leche",27.56,Si,Manana,0.5,4.7,-74.1
8062,2023-02-17,14:45,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Presencial,Si,Nequi,"15 kg cafe, 4 litros leche",49.02,Si,Tarde,1.0,4.702,-74.03
8063,2024-08-28,20:30,Capuchino,Bebida Caliente,3,6000,18000,Usaquen,Online,Si,Tarjeta Credito,"5 kg cafe, 2 litros leche",24.56,No,Noche,0.0,4.702,-74.03
8064,2024-11-06,07:00,Te Chai,Bebida Caliente,1,5500,5500,Suba,Presencial,No,Efectivo,"11 kg cafe, 2 litros leche",42.94,Si,Tarde,0.0,4.755,-74.09
8065,2025-05-09,16:30,Te Chai,Bebida Caliente,4,5500,22000,Chapinero,Presencial,Si,Nequi,"4 kg cafe, 4 litros leche",23.5,Si,Tarde,0.0,4.645,-74.057
8066,2023-08-24,08:00,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Online,Si,Nequi,"12 kg cafe, 2 litros leche",53.79,No,Manana,0.0,4.755,-74.09
8067,2024-11-18,13:30,Croissant,Panaderia,3,4000,12000,Fontibon,Presencial,No,Nequi,"6 kg cafe, 7 litros leche",51.51,Si,Noche,0.5,4.68,-74.15
8068,2023-01-17,08:45,Cafe Americano,Bebida Caliente,1,5000,5000,Usaquen,Presencial,No,Tarjeta Credito,"15 kg cafe, 3 litros leche",26.42,Si,Noche,0.0,4.702,-74.03
8069,2024-05-30,17:15,Te Chai,Bebida Caliente,1,5500,5500,Chapinero,Presencial,No,Tarjeta Credito,"13 kg cafe, 8 litros leche",53.62,Si,Noche,0.0,4.645,-74.057
8070,2023-11-23,13:00,Latte,Bebida Caliente,1,6500,6500,Usaquen,Online,No,Tarjeta Debito,"17 kg cafe, 8 litros leche",51.35,Si,Tarde,0.0,4.702,-74.03
8071,2024-11-28,09:00,Latte,Bebida Caliente,1,6500,6500,Chapinero,Presencial,No,Tarjeta Credito,"10 kg cafe, 3 litros leche",24.46,No,Noche,2.0,4.645,-74.057
8072,2023-09-26,11:30,Agua,Bebida Fria,2,3000,6000,Usaquen,Presencial,No,Tarjeta Credito,"12 kg cafe, 3 litros leche",55.86,Si,Manana,0.0,4.702,-74.03
8073,2023-10-17,06:15,Capuchino,Bebida Caliente,3,6000,18000,Suba,Online,No,Nequi,"8 kg cafe, 5 litros leche",29.45,Si,Tarde,0.5,4.755,-74.09
8074,2023-05-19,07:15,Capuchino,Bebida Caliente,4,6000,24000,Engativa,Presencial,No,Tarjeta Credito,"14 kg cafe, 3 litros leche",36.91,Si,Noche,0.0,4.7,-74.1
8075,2025-05-18,12:15,Te Chai,Bebida Caliente,2,5500,11000,Chapinero,Presencial,No,Efectivo,"17 kg cafe, 8 litros leche",38.24,Si,Manana,0.0,4.645,-74.057
8076,2023-04-20,15:15,Muffin,Panaderia,2,4200,8400,Suba,Presencial,No,Tarjeta Credito,"9 kg cafe, 6 litros leche",37.96,Si,Manana,0.0,4.755,-74.09
8077,2025-01-24,09:30,Latte,Bebida Caliente,3,6500,19500,Usaquen,Presencial,No,Tarjeta Debito,"19 kg cafe, 2 litros leche",44.98,Si,Tarde,0.5,4.702,-74.03
8078,2023-08-03,08:15,Cafe Americano,Bebida Caliente,4,5000,20000,Chapinero,Presencial,No,Tarjeta Debito,"19 kg cafe, 7 litros leche",29.35,Si,Manana,0.0,4.645,-74.057
8079,2023-12-04,11:15,Cafe Americano,Bebida Caliente,2,5000,10000,Fontibon,Online,No,Efectivo,"5 kg cafe, 2 litros leche",50.35,Si,Manana,0.0,4.68,-74.15
8080,2023-11-22,18:30,Latte,Bebida Caliente,1,6500,6500,Usaquen,Presencial,Si,Nequi,"14 kg cafe, 6 litros leche",59.7,Si,Noche,0.0,4.702,-74.03
8081,2024-12-10,07:45,Capuchino,Bebida Caliente,1,6000,6000,Fontibon,Presencial,No,Tarjeta Debito,"5 kg cafe, 6 litros leche",20.24,Si,Manana,0.0,4.68,-74.15
8082,2023-08-14,11:45,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Presencial,Si,Tarjeta Credito,"5 kg cafe, 2 litros leche",21.49,Si,Noche,0.0,4.702,-74.03
8083,2025-02-03,19:15,Latte,Bebida Caliente,3,6500,19500,Engativa,Online,Si,Tarjeta Debito,"7 kg cafe, 1 litros leche",43.57,Si,Manana,0.0,4.7,-74.1
8084,2024-09-06,15:00,Latte,Bebida Caliente,3,6500,19500,Fontibon,Presencial,No,Tarjeta Debito,"2 kg cafe, 3 litros leche",28.68,Si,Noche,0.0,4.68,-74.15
8085,2024-12-11,07:30,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Presencial,Si,Tarjeta Debito,"10 kg cafe, 5 litros leche",31.09,Si,Manana,0.0,4.755,-74.09
8086,2023-02-08,11:45,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Online,Si,Efectivo,"19 kg cafe, 6 litros leche",58.12,Si,Noche,0.0,4.645,-74.057
8087,2024-01-04,11:15,Sandwich,Otros,3,7000,21000,Chapinero,Online,No,Tarjeta Credito,"11 kg cafe, 8 litros leche",31.25,Si,Noche,0.0,4.645,-74.057
8088,2023-11-05,07:30,Latte,Bebida Caliente,1,6500,6500,Suba,Online,Si,Tarjeta Credito,"14 kg cafe, 6 litros leche",54.63,Si,Tarde,0.0,4.755,-74.09
8089,2024-11-27,20:15,Latte,Bebida Caliente,1,6500,6500,Fontibon,Presencial,Si,Tarjeta Debito,"11 kg cafe, 7 litros leche",27.1,Si,Noche,0.0,4.68,-74.15
8090,2025-04-21,11:00,Latte,Bebida Caliente,1,6500,6500,Fontibon,Presencial,Si,Efectivo,"17 kg cafe, 10 litros leche",35.68,Si,Tarde,0.0,4.68,-74.15
8091,2023-10-22,12:00,Agua,Bebida Fria,1,3000,3000,Suba,Presencial,Si,Efectivo,"6 kg cafe, 5 litros leche",26.42,Si,Tarde,0.5,4.755,-74.09
8092,2023-08-17,06:00,Muffin,Panaderia,1,4200,4200,Usaquen,Presencial,No,Nequi,"8 kg cafe, 4 litros leche",57.88,Si,Tarde,0.0,4.702,-74.03
8093,2024-10-15,19:30,Latte,Bebida Caliente,4,6500,26000,Fontibon,Presencial,No,Efectivo,"16 kg cafe, 9 litros leche",36.29,Si,Manana,0.0,4.68,-74.15
8094,2023-01-17,17:30,Cafe Americano,Bebida Caliente,4,5000,20000,Chapinero,Presencial,Si,Tarjeta Credito,"13 kg cafe, 5 litros leche",48.35,Si,Tarde,0.0,4.645,-74.057
8095,2024-03-14,09:00,Latte,Bebida Caliente,3,6500,19500,Fontibon,Online,Si,Tarjeta Debito,"9 kg cafe, 2 litros leche",26.37,Si,Noche,0.0,4.68,-74.15
8096,2024-08-04,09:00,Muffin,Panaderia,3,4200,12600,Fontibon,Presencial,Si,Nequi,"3 kg cafe, 4 litros leche",29.72,No,Tarde,0.0,4.68,-74.15
